('asp-4', 'C35E7.11')
('C09B7.2', 'taf-7.2')
('flr-4', 'T04A8.6')
('T09B4.4', 'Y54E2A.9')
('Y57G11B.6', 'col-2')
('M05D6.5', 'Y71H2B.5')
('T07D10.1', 'C16C10.2')
('hog-1', 'Y48G10A.2')
('F46H5.2', 'F19C7.3')
('C18E9.7', 'ZC376.6')
('Y55B1AL.1', 'C49A9.10')
('acs-5', 'W05H12.2')
('F30H5.3', 'F13D12.3')
('H14E04.3', 'nstp-5')
('Y41C4A.22', 'col-50')
('fkb-3', 'Y44E3A.4')
('ZC204.12', 'tbx-7')
('abt-2', 'sql-1')
('aptf-1', 'cdc-7')
('tofu-1', 'T07E3.4')
('col-71', 'zhit-2')
('bgnt-1.3', 'W07G4.3')
('srb-19', 'cpsf-1')
('Y49G5B.1', 'fard-1')
('Y71H2B.4', 'ncl-1')
('col-130', 'dnj-23')
('F15B9.8', 'Y57E12AL.6')
('F13D11.4', 'F54F2.9')
('kel-8', 'dhps-1')
('nlp-29', 'T01B7.5')
('enu-3.5', 'mars-1')
('C01G8.1', 'ceh-60')
('nhr-120', 'erm-1')
('Y48G9A.9', 'Y43F4B.7')
('hpo-38', 'vps-50')
('K08C9.5', 'F13H8.2')
('F35E12.9', 'his-47')
('ptc-3', 'W09G3.6')
('Y55B1AR.2', 'F10E7.6')
('F10D11.6', 'Y37D8A.25')
('C10G8.8', 'set-4')
('zip-10', 'T20F7.1')
('spp-18', 'hum-2')
('Y65B4A.2', 'emc-6')
('F49D11.6', 'D1069.3')
('dapk-1', 'act-3')
('R07E3.6', 'C31H1.8')
('ubc-22', 'glo-4')
('ZC239.20', 'dhhc-1')
('F18C5.9', 'F25H8.1')
('F38A6.4', 'ubxn-4')
('rin-1', 'K03H1.11')
('gpx-7', 'lir-1')
('dyn-1', 'C05D11.9')
('egrh-1', 'F23H12.10')
('col-114', 'lgg-1')
('tps-1', 'ntl-11')
('F26A1.9', 'cdk-9')
('Y46H3A.4', 'atg-3')
('K01B6.4', 'fbxb-63')
('hyl-1', 'col-150')
('Y54G2A.52', 'Y41C4A.9')
('glb-8', 'Y37B11A.2')
('F12A10.1', 'set-9')
('F08F8.6', 'F26A1.14')
('F53A10.2', 'C14F11.7')
('C47D2.1', 'rpb-7')
('srh-199', 'ndx-7')
('Y42A5A.1', 'Y5F2A.4')
('srbc-61', 'K04C2.2')
('F40F9.10', 'ZK1240.2')
('srh-178', 'duo-1')
('F46G10.2', 'ngn-1')
('ZK637.2', 'fat-3')
('unc-122', 'C02F5.10')
('tag-275', 'duo-3')
('C45B2.6', 'Y61A9LA.11')
('C33A12.3', 'C06G4.1')
('F56D2.5', 'nuo-1')
('nlp-51', 'stam-1')
('dyf-11', 'hmg-20')
('H34I24.2', 'Y79H2A.3')
('Y95B8A.2', 'F28C6.8')
('ZK688.1', 'acsd-1')
('srt-67', 'maoc-1')
('tnt-4', 'F21C10.10')
('abu-12', 'Y48G1C.9')
('ceh-89', 'drh-3')
('C48E7.1', 'spr-3')
('nhr-34', 'dnj-20')
('fahd-1', 'F44F1.6')
('cebp-1', 'inx-7')
('M02E1.1', 'W03C9.6')
('C31B8.7', 'Y51F10.3')
('M02G9.1', 'png-1')
('ugt-45', 'src-1')
('Y38H6C.13', 'ZK858.5')
('R07G3.8', 'elt-7')
('C05C12.4', 'ceh-44')
('F54B11.11', 'rec-1')
('ptc-1', 'dpf-5')
('sre-33', 'larp-1')
('C35A11.2', 'R06C7.6')
('suro-1', 'C17G10.1')
('prmn-1', 'F43B10.1')
('srx-45', 'rev-1')
('T28F2.1', 'oxy-4')
('cutl-13', 'F57C9.4')
('Y57G11C.20', 'blos-8')
('Y116A8C.3', 'tct-1')
('F21A9.2', 'B0511.7')
('T24C4.5', 'F40H3.6')
('sodh-1', 'T28A8.4')
('Y51H7BR.4', 'akir-1')
('rps-1', 'pch-2')
('srn-1', 'lact-9')
('C01F6.2', 'dad-1')
('grk-1', 'C27H6.8')
('calm-1', 'nmy-1')
('F56F11.2', 'T19B10.8')
('C30E1.8', 'sdz-5')
('fmo-1', 'mrps-6')
('swt-7', 'fbxa-51')
('pcp-3', 'rlbp-1')
('K09E9.4', 'phf-33')
('str-198', 'F55B12.10')
('unc-6', 'ZK1127.5')
('F02C12.1', 'sex-1')
('nhr-54', 'ZK616.5')
('F13H10.5', 'orc-2')
('irld-36', 'zeel-1')
('C39B10.5', 'nfya-1')
('scrm-1', 'npr-32')
('fbxa-10', 'atgp-2')
('skr-8', 'npp-7')
('R07E4.1', 'mrpl-55')
('fkh-8', 'Y45F3A.4')
('F15E6.6', 'abcf-1')
('slc-17.7', 'his-18')
('K06G5.3', 'etc-1')
('npr-24', 'H27M09.5')
('F41G3.3', 'C43G2.3')
('T09B9.5', 'cep-1')
('M04C3.1', 'zwl-1')
('apa-2', 'C18E3.9')
('Y44A6D.3', 'F56C11.5')
('C17H11.1', 'sptf-3')
('Y26G10.4', 'tag-267')
('hsp-16.49', 'K05F6.12')
('srsx-36', 'rbg-1')
('srw-10', 'W02D3.12')
('etr-1', 'otub-3')
('ech-9', 'T27A1.3')
('dpf-1', 'T09A5.5')
('Y97E10AR.2', 'C26F1.3')
('T21G5.2', 'his-16')
('F55A11.7', 'tag-124')
('irld-47', 'ZK1098.1')
('W02D7.3', 'C45B11.6')
('gcy-27', 'nfi-1')
('F59A6.2', 'mnat-1')
('irk-1', 'toe-4')
('K07G5.5', 'R01B10.4')
('tomm-20', 'nck-1')
('nlp-38', 'M01E11.1')
('JC8.16', 'F20D12.2')
('T08G5.1', 'Y66D12A.19')
('slc-25A32', 'C50D2.8')
('srz-78', 'blos-7')
('Y54G2A.41', 'viln-1')
('eak-3', 'gly-3')
('F35B12.10', 'M02B7.7')
('R03C1.1', 'arp-1')
('bgal-1', 'B0205.6')
('ZC123.1', 'C56A3.5')
('flp-11', 'vti-1')
('fipr-4', 'Y52B11A.19')
('T10H9.8', 'rrbs-1')
('R11F4.3', 'egrh-3')
('pals-18', 'magi-1')
('str-182', 'K02E2.11')
('R12C12.10', 'Y105C5B.19')
('dct-16', 'Y37H9A.1')
('zgpa-1', 'cgp-1')
('clp-7', 'K05C4.5')
('C04E6.8', 'nhr-232')
('B0035.6', 'exoc-7')
('tsp-21', 'F39F10.3')
('abu-13', 'ZK688.11')
('C39D10.11', 'wve-1')
('Y45F10D.15', 'ile-2')
('C39H7.4', 'ego-1')
('rps-3', 'tag-296')
('C46G7.1', 'ZK20.4')
('rpl-35', 'col-63')
('scpl-3', 'acaa-2')
('F13C5.5', 'B0035.3')
('ceh-2', 'cln-3.2')
('ifa-1', 'adr-1')
('C23H5.8', 'Y48E1C.4')
('W02F12.8', 'atp-3')
('F37A4.3', 'glrx-10')
('sdhd-1', 'W04A8.6')
('W08F4.3', 'dyci-1')
('clh-1', 'agl-1')
('tnt-3', 'moma-1')
('T21C9.13', 'Y55F3AM.9')
('nlp-18', 'phf-30')
('C15H9.2', 'eri-1')
('spsb-1', 'tln-1')
('seb-3', 'arx-3')
('rei-2', 'T19B4.3')
('C45E1.4', 'R11H6.5')
('paqr-2', 'ham-3')
('gon-2', 'glh-1')
('H18N23.2', 'T05E12.8')
('F21D5.4', 'snpc-1.2')
('H01G02.1', 'clec-87')
('Y46G5A.15', 'B0273.115')
('lpr-4', 'gspd-1')
('ZK105.8', 'W09H1.4')
('cct-6', 'R05D3.12')
('sre-27', 'twk-7')
('vab-23', 'F44E2.8')
('R06C7.2', 'F54D12.10')
('C09E8.1', 'tsg-101')
('Y65B4BL.1', 'dao-5')
('set-18', 'tag-280')
('T07F12.4', 'lin-66')
('D1054.1', 'W03D8.3')
('F32E10.8', 'uev-3')
('rps-13', 'cyn-12')
('srx-12', 'Y32B12B.4')
('lgc-41', 'B0035.21')
('C49F8.3', 'ppfr-2')
('str-155', 'arf-1.2')
('eef-1B.1', 'Y55D9A.2')
('K02F6.8', 'cox-17')
('nhr-177', 'Y49F6B.8')
('C46H11.7', 'pisy-1')
('K10D3.4', 'szy-20')
('T04F8.3', 'R11A5.3')
('T19H12.3', 'hex-4')
('F35H10.2', 'athp-1')
('sprr-1', 'zfp-3')
('npr-25', 'F25H9.7')
('Y51H4A.7', 'ugt-25')
('clec-230', 'C11H1.3')
('F40H3.3', 'gap-2')
('F09A5.3', 'E02H1.1')
('F26G1.10', 'nasp-2')
('T24F1.4', 'W06E11.1')
('deb-1', 'C02F12.8')
('Y11D7A.5', 'Y7A5A.6')
('T25G3.4', 'sptl-1')
('srz-3', 'Y53F4B.39')
('str-243', 'him-17')
('CC8.3', 'M176.11')
('cnnm-1', 'prp-17')
('C17C3.11', 'pnn-1')
('nmat-1', 'pro-3')
('C48B4.7', 'F33G12.2')
('tag-18', 'spp-15')
('F53C11.4', 'cpsf-4')
('srh-148', 'C34B7.2')
('F28H1.4', 'Y56A3A.22')
('Y54G2A.44', 'cit-1.1')
('rbc-1', 'his-6')
('T02E1.8', 'ztf-4')
('F43E2.6', 'ifg-1')
('ldh-1', 'W03G11.4')
('B0024.13', 'Y53G8AL.2')
('T22F7.4', 'Y59C2A.3')
('F44A6.5', 'Y45F3A.9')
('K11H12.7', 'blos-2')
('T25B6.4', 'T22F3.2')
('C35B8.3', 'F33H1.3')
('swt-1', 'emc-5')
('cnc-3', 'lpd-7')
('F32A5.4', 'syp-3')
('lmp-2', 'fbxb-99')
('nhr-126', 'zim-1')
('aqp-5', 'fbxb-26')
('srx-86', 'dhs-1')
('rpm-1', 'ZK262.9')
('C14E2.1', 'fkb-2')
('nhr-170', 'Y75B8A.31')
('irld-15', 'C08H9.16')
('srz-19', 'cwc-15')
('Y57G11C.52', 'F33E11.3')
('srh-15', 'R06F6.12')
('T13C5.9', 'F55F8.3')
('F30A10.4', 'T05A12.3')
('Y47D9A.3', 'Y67D8A.2')
('srv-2', 'mtq-2')
('F25E5.9', 'ZK265.6')
('hpo-30', 'fbxa-11')
('F58G6.9', 'taf-8')
('H05C05.4', 'F56A8.9')
('snx-17', 'F58H1.8')
('cpr-1', 'F27C1.2')
('sre-32', 'F44E2.3')
('ram-5', 'Y56A3A.2')
('fbxb-53', 'C14A11.9')
('trpp-8', 'T23F6.3')
('erl-1', 'mrps-17')
('F55C10.5', 'san-1')
('sru-1', 'cyn-4')
('W01A8.6', 'cept-2')
('srsx-16', 'F54D7.2')
('trcs-1', 'bath-44')
('spp-1', 'hpo-3')
('srj-26', 'C08B6.8')
('F09C6.16', 'F56B3.2')
('F36A2.3', 'D2023.4')
('K05D4.9', 'C17H12.8')
('F09E8.8', 'sec-8')
('C26B9.3', 'T06A10.3')
('nhr-163', 'gon-1')
('M03B6.5', 'stip-1')
('dhs-28', 'sqv-8')
('srw-33', 'iars-1')
('ocr-3', 'skih-2')
('php-3', 'lin-38')
('sre-37', 'F07E5.5')
('H08J19.1', 'daf-31')
('C11E4.6', 'irx-1')
('twk-49', 'rsd-2')
('T11A5.6', 'alfa-1')
('T11F9.7', 'C47E12.7')
('Y18H1A.9', 'F19C6.4')
('K01A2.5', 'larp-5')
('mab-7', 'R02F2.5')
('grl-10', 'ttr-54')
('stn-2', 'T20D3.6')
('lys-8', 'clh-6')
('idhg-1', 'Y54E10A.10')
('emre-1', 'Y75B8A.7')
('bre-4', 'Y38C1AA.12')
('C23H4.2', 'F46B6.4')
('acbp-1', 'C35D10.10')
('R07A4.4', 'F41E6.12')
('ZK813.4', 'sre-54')
('lin-14', 'snx-6')
('F32B5.6', 'syf-2')
('C37A2.7', 'tftc-1')
('lact-2', 'K02D7.1')
('rpl-41.2', 'smut-1')
('R04B5.6', 'fbxa-128')
('unc-95', 'exl-1')
('F44A6.3', 'cku-80')
('T05E7.4', 'dnj-4')
('twk-39', 'pmp-2')
('F48C1.6', 'hsb-1')
('glb-26', 'F37C4.4')
('daf-14', 'hpo-29')
('sdz-2', 'mrps-35')
('nhr-40', 'C44H4.4')
('Y50C1A.2', 'K08B12.3')
('nhr-62', 'pat-4')
('F58E2.5', 'psr-1')
('cdh-5', 'F08G2.5')
('ntr-2', 'F17H10.1')
('cnx-1', 'F58D5.5')
('Y59C2A.1', 'Y116A8B.1')
('calu-2', 'snap-29')
('klp-20', 'snu-23')
('M05D6.6', 'C52B9.8')
('C25F9.10', 'T10E9.14')
('srz-101', 'Y53G8AR.9')
('ceh-24', 'M04B2.2')
('sgn-1', 'ubc-19')
('F09B12.3', 'F36D3.1')
('lst-6', 'Y55F3BL.4')
('npr-3', 'C43H6.3')
('hgo-1', 'H06H21.11')
('F36D4.1', 'mtk-1')
('ZC334.13', 'C54E10.6')
('C49C3.21', 'pho-5')
('Y34B4A.10', 'pot-3')
('T07C12.15', 'B0207.6')
('T19C3.2', 'K07C5.13')
('W05F2.4', 'clpp-1')
('nhr-98', 'T07C4.12')
('C08F8.6', 'klc-2')
('emb-9', 'syx-16')
('flp-22', 'unc-37')
('Y34B4A.9', 'tag-30')
('unc-27', 'fbxb-87')
('C41G7.3', 'ell-1')
('pccb-1', 'C18A3.1')
('grd-10', 'F43C11.9')
('F54E4.4', 'F59D6.1')
('F40G9.9', 'F28B3.10')
('nhr-91', 'rbc-2')
('C02F4.4', 'C33F10.14')
('F26G1.2', 'ZK1248.15')
('C54G4.4', 'hecd-1')
('ZC15.10', 'T25B2.3')
('T06E4.8', 'C47E8.4')
('T20G5.12', 'M01G5.1')
('grl-14', 'efn-4')
('D2023.1', 'sinh-1')
('Y45G5AM.9', 'fbxc-18')
('ben-1', 'ZK686.1')
('fbxa-210', 'timm-23')
('pck-2', 'T14G8.3')
('ttr-3', 'hpo-5')
('Y54G11A.4', 'Y75B8A.23')
('pdf-1', 'alh-7')
('T15B12.1', 'C42C1.12')
('trt-1', 'K10B3.5')
('F57B1.5', 'K07F5.12')
('Y73B6BL.31', 'mrps-18B')
('F08G2.8', 'dhc-1')
('K06A9.1', 'Y48C3A.12')
('col-104', 'ima-3')
('rpl-38', 'F29A7.6')
('ZK938.3', 'C17G10.2')
('cyp-33C9', 'arid-1')
('R07B1.11', 'C31E10.6')
('Y73F4A.1', 'Y44F5A.1')
('srab-4', 'mes-3')
('T22E5.6', 'Y39A1A.14')
('K09D9.14', 'Y80D3A.9')
('F54E2.5', 'epg-6')
('sri-50', 'hum-7')
('AH9.4', 'W08E3.4')
('Y43F4A.4', 'dyrb-1')
('F09C3.2', 'C52B9.4')
('T06D8.3', 'C23H4.4')
('oac-40', 'F08F8.7')
('irld-21', 'hphd-1')
('spp-3', 'vps-39')
('dpy-13', 'pcrg-1')
('lips-7', 'memb-2')
('C44E12.1', 'T23G11.4')
('gst-29', 'pars-2')
('glb-20', 'Y50D4A.1')
('rpl-7A', 'npp-23')
('F38A5.8', 'rpac-40')
('sulp-7', 'Y55B1BR.2')
('tag-278', 'Y42H9B.3')
('B0034.7', 'hprt-1')
('E02A10.5', 'dpy-21')
('unc-15', 'gld-2')
('pmp-4', 'nmt-1')
('Y55B1AL.2', 'Y106G6D.7')
('F45E1.5', 'T19C3.3')
('sre-26', 'rbd-1')
('T10G3.4', 'F45C12.17')
('lev-8', 'T05A12.4')
('trp-4', 'K10D2.1')
('clec-241', 'F35H12.5')
('ZK863.1', 'mlt-11')
('dpy-8', 'lsy-13')
('F59C6.11', 'arp-11')
('str-79', 'cid-1')
('ZC449.2', 'M142.5')
('spv-1', 'try-1')
('cdf-1', 'C29E4.15')
('T05A8.8', 'nuo-5')
('C26F1.1', 'pro-2')
('cct-2', 'mlh-1')
('B0272.4', 'Y57A10A.27')
('srh-287', 'C09G9.1')
('Y47D7A.13', 'K08B4.2')
('pqn-18', 'T04A8.8')
('tni-3', 'timm-17B.1')
('irld-37', 'prpf-4')
('T10B5.10', 'C41H7.5')
('R13H4.6', 'Y71G12B.13')
('lgc-30', 'mes-6')
('cyp-37B1', 'mak-2')
('lpr-7', 'spe-44')
('W08E12.4', 'pqn-54')
('myo-6', 'Y18H1A.4')
('vps-2', 'xbp-1')
('Y32H12A.7', 'C23H3.3')
('srh-214', 'C01G12.16')
('F15E6.10', 'tsen-34')
('Y55B1BL.1', 'Y75B7AL.2')
('F23H12.5', 'D1007.10')
('K01A6.6', 'F57B10.8')
('ZK470.14', 'R08D7.2')
('srd-1', 'Y17G9B.5')
('wrt-2', 'algn-7')
('T01C8.3', 'slr-2')
('pas-3', 'K10C3.4')
('ZK470.2', 'F47G3.3')
('F35G2.5', 'W02A11.1')
('nhr-12', 'nprl-3')
('dnj-24', 'R03D7.8')
('F38B6.3', 'ins-13')
('rib-1', 'try-5')
('srg-50', 'mam-8')
('F57F5.1', 'him-6')
('sptl-2', 'C26E1.1')
('xpa-1', 'tag-123')
('rps-6', 'vps-28')
('dld-1', 'C47F8.1')
('Y67D2.2', 'H20J04.6')
('Y82E9BL.18', 'B0334.5')
('C18B2.5', 'dlc-3')
('frpr-7', 'glrx-5')
('mam-2', 'B0336.7')
('Y34D9A.8', 'Y13C8A.1')
('ZK899.1', 'mes-2')
('nhr-18', 'polh-1')
('fbxa-54', 'K07A1.17')
('marc-3', 'nra-2')
('nhr-102', 'ntl-2')
('F21C10.1', 'deg-1')
('Y92H12A.2', 'acdh-7')
('B0228.1', 'B0464.9')
('wdfy-3', 'C54F6.3')
('klc-1', 'F26F2.7')
('F55D12.2', 'F53F8.5')
('enol-1', 'Y27F2A.6')
('nol-10', 'ape-1')
('C32A9.1', 'Y71F9AR.4')
('T25D10.4', 'cra-1')
('grd-5', 'C47G2.3')
('osr-1', 'F54A3.5')
('Y38E10A.2', 'ooc-5')
('ttr-46', 'exos-9')
('ptr-11', 'C15H9.4')
('lnkn-1', 'F11C3.1')
('T04C12.11', 'R10D12.13')
('T10D4.15', 'eri-5')
('ccch-2', 'Y105C5B.20')
('Y37A1B.5', 'mig-22')
('glb-16', 'mys-4')
('set-5', 'memi-1')
('F57F4.4', 'C18B12.6')
('R03D7.4', 'gcsh-2')
('npa-1', 'C46C11.2')
('K08D8.6', 'F26D11.1')
('neto-1', 'F33D4.4')
('unc-89', 'F52B11.2')
('F32D8.7', 'T16G12.6')
('M01G12.6', 'F31C3.2')
('srz-102', 'Y48C3A.18')
('F14H8.8', 'B0336.13')
('T22F3.7', 'col-99')
('C56C10.4', 'npl-4.2')
('clc-1', 'F20C5.5')
('F32B5.7', 'C43E11.9')
('ZK632.9', 'Y71G10AL.1')
('T22B7.8', 'pmt-2')
('K07A1.10', 'nduo-2')
('eat-5', 'sel-1')
('fbxa-157', 'fbxb-78')
('gln-3', 'prp-4')
('vpat-1', 'K07C5.2')
('srh-116', 'ZC434.7')
('bus-19', 'Y50D7A.8')
('F54D1.1', 'F38A1.8')
('nhr-178', 'spo-11')
('F09C12.8', 'trpp-11')
('C27D6.1', 'smg-9')
('col-168', 'F08B6.1')
('W02H3.3', 'cutl-2')
('sra-6', 'Y116A8C.27')
('srx-117', 'rpt-5')
('F45F2.10', 'Y105E8A.14')
('unc-105', 'ets-6')
('Y47D3B.3', 'slc-36.2')
('lron-9', 'Y40D12A.1')
('kvs-3', 'F32E10.9')
('Y102E9.5', 'sel-13')
('F59A7.14', 'C29F9.12')
('mec-3', 'rpl-11.1')
('C42D4.1', 'F58B3.4')
('gbb-1', 'C24D10.5')
('irld-52', 'Y61A9LA.3')
('math-1', 'F46C8.1')
('lsy-22', 'B0001.8')
('cyp-34A8', 'hpo-31')
('ZC404.15', 'C06A6.2')
('acr-25', 'vamp-7')
('F26E4.2', 'fbxc-36')
('srj-11', 'W05H9.2')
('nsf-1', 'T19B4.5')
('F55D12.5', 'unc-70')
('prx-1', 'F58D5.2')
('slcf-2', 'Y54F10BM.1')
('ZK353.10', 'aqp-6')
('F46B6.2', 'tdpt-1')
('pfn-3', 'nhr-28')
('W04C9.6', 'drr-2')
('fip-2', 'bet-2')
('C50B8.5', 'hst-6')
('F28C6.5', 'rde-2')
('srg-56', 'C02B8.1')
('srh-268', 'tgn-38')
('F08G12.5', 'cdc-6')
('lon-8', 'nape-2')
('col-113', 'seld-1')
('mlck-1', 'rpoa-1')
('F48C1.3', 'Y105E8A.20')
('Y51H7BR.8', 'eif-3.I')
('set-17', 'mspn-1')
('Y54F10AM.6', 'sop-3')
('R05G6.10', 'B0205.9')
('R07E3.2', 'agef-1')
('R12E2.8', 'F35D2.2')
('avr-14', 'F13C5.2')
('pdk-1', 'smg-5')
('col-48', 'aap-1')
('hxk-1', 'W02F12.4')
('F59B10.3', 'T28H10.1')
('T10G3.2', 'mig-13')
('pqn-74', 'spk-1')
('C17E4.19', 'F23F1.10')
('mocs-1', 'vps-16')
('nhr-95', 'hap-1')
('eef-1A.1', 'F53F4.16')
('C32B5.15', 'ogdh-2')
('C30A5.16', 'R07E5.11')
('ace-3', 'cgef-1')
('mxt-1', 'egl-45')
('dpyd-1', 'dnj-27')
('R10D12.8', 'mcm-6')
('droe-4', 'ZK1098.11')
('kcc-3', 'rcq-5')
('T08G5.3', 'bath-43')
('sel-5', 'F07B7.8')
('Y58A7A.2', 'cil-1')
('ZK622.4', 'hil-6')
('C06A6.7', 'F16B4.7')
('rps-24', 'nud-1')
('srh-75', 'cutl-6')
('F42A9.6', 'C08F1.6')
('M04G7.3', 'Y75B8A.14')
('wrt-1', 'thoc-5')
('acdh-11', 'ZK112.6')
('F34H10.2', 'K01F9.2')
('mms-19', 'cls-2')
('sri-51', 'F17C11.7')
('M04B2.7', 'C53H9.2')
('F22F4.9', 'pdp-1')
('F52H3.5', 'ztf-23')
('B0457.2', 'rabn-5')
('C42D4.18', 'his-2')
('K02B12.9', 'C23H3.5')
('C13E3.1', 'srr-2')
('hum-4', 'Y104H12D.3')
('F14D7.8', 'C45B11.8')
('klp-11', 'M01E5.3')
('K03A11.5', 'bcas-2')
('glb-15', 'W02D7.5')
('T01B7.8', 'F26E4.4')
('W09D10.1', 'Y37E11AM.3')
('E04F6.4', 'R08B4.3')
('F54F7.6', 'swan-1')
('srg-21', 'pcp-1')
('tsp-8', 'F54A3.2')
('C13G5.2', 'C02B10.3')
('F13A7.12', 'F07F6.8')
('ZK418.11', 'set-23')
('sri-40', 'gls-1')
('T08B1.1', 'Y37B11A.3')
('srz-99', 'efsc-1')
('srz-23', 'C24H12.6')
('ctg-2', 'R11D1.10')
('sre-35', 'F25H9.6')
('zipt-7.1', 'Y48G10A.4')
('sre-3', 'Y105E8A.28')
('ZC449.1', 'acs-11')
('acc-3', 'nars-2')
('R04E5.8', 'T22C1.11')
('F20D6.5', 'F49D11.10')
('srab-18', 'C01G6.4')
('srv-3', 'ddx-27')
('sre-40', 'C50D2.10')
('K11H3.5', 'fbxc-39')
('drd-5', 'pbs-3')
('R09A8.5', 'F44B9.8')
('C40H5.2', 'pign-1')
('R08A2.5', 'Y39E4B.11')
('cal-7', 'usp-14')
('pmp-1', 'perm-3')
('ZK945.4', 'set-10')
('F11C1.7', 'B0511.13')
('dnj-13', 'mut-16')
('Y53F4B.36', 'F56D2.2')
('M195.2', 'C35A5.8')
('C16B8.3', 'T24F1.7')
('got-2.2', 'C24A1.3')
('srg-5', 'attf-6')
('sur-5', 'ZC13.1')
('nhr-123', 'fbxc-54')
('acs-3', 'pinn-4')
('zyg-8', 'ipla-3')
('B0034.5', 'rpt-3')
('srsx-18', 'moa-2')
('lis-1', 'Y50D4A.4')
('nkb-3', 'C29H12.2')
('Y40C7B.3', 'R05D7.7')
('pes-4', 'Y41E3.1')
('dmsr-3', 'C52E4.7')
('Y87G2A.19', 'F56B3.11')
('T19D7.7', 'C17H11.6')
('sfxn-5', 'math-33')
('otpl-1', 'ZK643.6')
('phg-1', 'zipt-9')
('dgk-4', 'C33H5.8')
('atln-2', 'H21P03.2')
('tat-2', 'ZK792.5')
('srh-246', 'Y39E4B.10')
('rpl-36.A', 'inft-2')
('F22E12.3', 'Y17G7B.18')
('F56H9.6', 'sec-5')
('sucl-1', 'elb-1')
('mca-2', 'zip-12')
('dyf-17', 'spe-48')
('vha-14', 'Y57E12AL.1')
('F59B10.5', 'mrpl-14')
('sago-1', 'F19G12.11')
('Y52B11A.4', 'rpn-6.1')
('nlp-43', 'Y50D7A.3')
('ins-22', 'gfi-3')
('C09H10.4', 'C25A1.1')
('K01C8.2', 'lsm-1')
('F26F12.8', 'scav-3')
('C18H7.6', 'hach-1')
('F01D5.6', 'W09C3.4')
('lea-1', 'F13D12.8')
('srt-65', 'Y53C12A.3')
('hlh-11', 'T19H12.2')
('rpl-33', 'Y48G1C.12')
('fozi-1', 'xpo-2')
('gln-1', 'fbxc-24')
('R01B10.3', 'par-2')
('shc-1', 'K05C4.7')
('nhr-195', 'C53A5.16')
('T23E7.2', 'unc-33')
('B0294.1', 'C53C11.1')
('nlp-56', 'M01H9.5')
('sto-3', 'mxl-1')
('W07A12.8', 'mbd-2')
('nhr-189', 'rnf-1')
('C18D1.2', 'ain-2')
('K03E5.2', 'C53D5.5')
('cka-1', 'ZK154.5')
('C01C4.3', 'F01F1.15')
('Y41E3.6', 'ttc-37')
('C05C9.1', 'csb-1')
('Y37F4.8', 'D2024.1')
('tag-241', 'rom-5')
('F29C4.2', 'fbxb-67')
('zig-5', 'ave-1')
('W08E12.2', 'C36A4.10')
('ZK721.3', 'xpf-1')
('T05F1.13', 'C47D12.2')
('M03F8.6', 'H43I07.3')
('grl-1', 'lst-4')
('C07B5.3', 'mlt-10')
('W02B8.1', 'D2023.6')
('F22H10.11', 'F11C1.1')
('ebp-2', 'sumv-2')
('F46A8.8', 'fut-3')
('K02E10.5', 'vps-15')
('lpr-5', 'hmgs-1')
('sre-6', 'C50F2.2')
('nhr-162', 'Y34D9A.7')
('F47E1.1', 'ran-3')
('F25B3.5', 'ddx-19')
('T25F10.4', 'smr-1')
('egl-10', 'Y58A7A.5')
('elt-6', 'Y32B12B.2')
('lron-12', 'rod-1')
('tsp-6', 'tag-131')
('T05C12.11', 'F09E5.3')
('M88.4', 'acbp-5')
('Y73B6BL.35', 'pqn-20')
('nlp-36', 'Y39G10AR.15')
('Y43F8B.13', 'dis-3')
('gcy-4', 'Y71H2AM.11')
('srx-135', 'T26C12.3')
('lgc-22', 'rde-11')
('Y50D4A.10', 'trx-2')
('T05C1.2', 'col-38')
('srh-120', 'E01B7.2')
('F48D6.4', 'taf-12')
('ZK662.2', 'fbxa-101')
('npr-21', 'T03F6.3')
('apb-1', 'copa-1')
('F08H9.4', 'K11G9.1')
('pxn-1', 'cutc-1')
('F17C8.3', 'F31D4.8')
('EEED8.10', 'R08C7.1')
('col-182', 'Y71H2AM.20')
('pfk-1.1', 'tat-1')
('sup-1', 'Y47D3A.21')
('F45E10.2', 'pkc-3')
('F18A11.2', 'fbxb-74')
('W03G11.3', 'R10E11.6')
('nhr-145', 'C05G5.2')
('M176.5', 'mig-2')
('C06E2.2', 'dnj-10')
('T09E11.10', 'nspd-5')
('C50F4.1', 'ufm-1')
('pgam-5', 'mrpl-54')
('ncs-7', 'faah-4')
('nkat-3', 'D1007.4')
('srz-20', 'fbxb-108')
('dyb-1', 'mlc-5')
('hhat-1', 'C27D8.4')
('D1007.19', 'Y104H12D.2')
('C11D2.3', 'eif-3.J')
('glb-5', 'elpc-3')
('B0393.5', 'atg-10')
('T25B9.9', 'mog-1')
('F41H8.1', 'Y62E10A.2')
('ceh-79', 'best-13')
('srh-206', 'C50D2.7')
('pgk-1', 'W01G7.4')
('col-89', 'F32D8.5')
('C08G9.2', 'C14E2.11')
('ifp-1', 'oxa-1')
('ptr-9', 'tyr-1')
('rps-0', 'F28H1.1')
('tmbi-4', 'Y69A2AR.1')
('flp-7', 'sek-1')
('H22K11.3', 'slc-25A26')
('F45E6.1', 'C49F5.5')
('T06G6.12', 'T19A6.4')
('dmsr-7', 'ZK353.9')
('rpl-13', 'R144.6')
('C49C3.15', 'ztf-7')
('cwp-3', 'F45G2.7')
